               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.042344,            0.026524,           0.0042558,             0.77048,             0.76278,             0.80206,             0.42462,            0.034775,            0.019193,           0.0039565,             0.00901,             0.00901,             0.00901
                  12,            0.041237,            0.026203,           0.0037847,             0.89625,             0.71148,              0.8034,             0.42527,            0.038149,            0.019121,           0.0052198,            0.008911,            0.008911,            0.008911
                  13,            0.041192,            0.026348,           0.0037701,             0.86919,             0.71881,             0.82006,             0.45645,            0.034875,            0.019077,           0.0037998,            0.008812,            0.008812,            0.008812
                  14,            0.039025,            0.025139,           0.0032594,             0.86003,             0.74911,             0.81833,             0.45789,            0.032495,             0.01846,           0.0034143,            0.008713,            0.008713,            0.008713
                  15,            0.039466,            0.025223,           0.0032695,             0.80589,             0.76672,             0.82526,             0.47994,            0.032868,            0.018338,           0.0045345,            0.008614,            0.008614,            0.008614
                  16,            0.037932,            0.024464,           0.0029265,              0.8537,             0.76663,             0.84204,             0.46732,            0.033521,            0.018401,           0.0032925,            0.008515,            0.008515,            0.008515
                  17,            0.037198,            0.023889,           0.0030922,             0.79911,             0.75562,             0.81003,             0.45714,            0.033307,            0.018674,           0.0047723,            0.008416,            0.008416,            0.008416
                  18,            0.037247,             0.02527,           0.0028416,             0.86843,                0.76,             0.83546,              0.4941,            0.031139,            0.018254,           0.0037084,            0.008317,            0.008317,            0.008317
                  19,            0.036219,             0.02475,            0.002886,             0.88308,             0.74492,             0.83483,             0.49972,            0.032465,            0.018124,           0.0031771,            0.008218,            0.008218,            0.008218
                  20,            0.035538,            0.024473,           0.0029683,             0.88059,              0.7672,             0.84323,              0.4676,            0.033958,            0.018375,           0.0037127,            0.008119,            0.008119,            0.008119
                  21,             0.03559,            0.023691,           0.0026847,             0.84795,              0.7868,             0.83574,               0.497,            0.030603,             0.01785,           0.0031739,             0.00802,             0.00802,             0.00802
                  22,            0.035806,            0.023353,           0.0025144,             0.86943,             0.81306,             0.84632,             0.48117,            0.032409,            0.018325,           0.0030921,            0.007921,            0.007921,            0.007921
                  23,            0.034728,            0.023538,           0.0025177,             0.90898,             0.75563,             0.84477,             0.50063,            0.029435,            0.017786,           0.0026525,            0.007822,            0.007822,            0.007822
                  24,             0.03393,            0.023681,             0.00265,             0.83782,             0.79333,             0.86034,             0.50264,              0.0302,            0.017801,           0.0031156,            0.007723,            0.007723,            0.007723
                  25,            0.033867,            0.023621,           0.0023243,              0.8465,             0.78101,             0.83025,             0.49462,            0.029608,            0.017797,           0.0031497,            0.007624,            0.007624,            0.007624
                  26,            0.033156,             0.02314,           0.0023919,             0.93521,             0.75877,             0.86166,             0.52946,            0.028605,            0.017987,           0.0022747,            0.007525,            0.007525,            0.007525
                  27,            0.033586,            0.022507,           0.0022003,             0.89401,             0.78107,             0.86562,             0.51186,             0.02932,            0.017961,           0.0028152,            0.007426,            0.007426,            0.007426
                  28,            0.032135,             0.02322,            0.002019,             0.86893,             0.78812,             0.84697,             0.51307,            0.028285,            0.017716,            0.003282,            0.007327,            0.007327,            0.007327
                  29,            0.031207,            0.021077,           0.0018962,             0.90815,             0.75689,             0.84579,             0.52457,            0.027828,            0.017594,           0.0031661,            0.007228,            0.007228,            0.007228
                  30,            0.031344,            0.022097,           0.0020775,             0.90087,             0.74441,             0.84689,             0.51011,            0.028148,            0.017497,           0.0032488,            0.007129,            0.007129,            0.007129
                  31,            0.031098,             0.02222,           0.0018827,             0.87293,             0.79763,             0.84724,             0.50934,            0.028549,            0.017923,           0.0025446,             0.00703,             0.00703,             0.00703
                  32,            0.030444,            0.022071,           0.0019306,             0.87944,             0.80483,             0.86194,             0.53827,            0.026726,            0.017653,           0.0029083,            0.006931,            0.006931,            0.006931
                  33,            0.030621,             0.02198,           0.0017653,             0.90254,             0.80059,             0.87182,             0.52838,            0.028771,            0.017563,           0.0031084,            0.006832,            0.006832,            0.006832
                  34,            0.029791,             0.02224,           0.0021159,               0.901,              0.7914,             0.84906,             0.52536,            0.028668,            0.017774,           0.0029789,            0.006733,            0.006733,            0.006733
                  35,            0.030197,            0.021875,            0.001842,             0.90427,             0.77556,             0.86863,             0.53893,            0.028003,            0.017678,           0.0027754,            0.006634,            0.006634,            0.006634
                  36,             0.02928,             0.02223,            0.001767,             0.89036,             0.80718,              0.8674,             0.53337,             0.02788,            0.017767,           0.0028724,            0.006535,            0.006535,            0.006535
                  37,            0.030285,            0.021746,           0.0018805,             0.87697,             0.79487,             0.85814,             0.53654,            0.027173,            0.017673,            0.004083,            0.006436,            0.006436,            0.006436
                  38,              0.0293,            0.022006,           0.0015352,             0.88402,              0.7847,             0.84924,             0.52151,             0.02791,            0.017766,           0.0031715,            0.006337,            0.006337,            0.006337
                  39,             0.02948,            0.021677,           0.0019375,              0.8515,             0.79881,             0.84269,             0.51609,            0.027469,            0.017697,           0.0036657,            0.006238,            0.006238,            0.006238
                  40,            0.028482,            0.021388,            0.001729,             0.90134,             0.77211,             0.85981,             0.53998,            0.027263,            0.017721,           0.0027365,            0.006139,            0.006139,            0.006139
                  41,            0.029031,            0.021431,           0.0019459,             0.89836,             0.77839,             0.85783,             0.54143,            0.026745,             0.01782,           0.0026827,             0.00604,             0.00604,             0.00604
                  42,            0.029211,            0.021846,           0.0017538,             0.91608,             0.74598,             0.84638,             0.54208,            0.026262,            0.017663,            0.002552,            0.005941,            0.005941,            0.005941
                  43,            0.028101,            0.021385,           0.0016124,             0.87658,             0.79696,             0.85382,             0.54499,            0.026463,            0.017673,           0.0025325,            0.005842,            0.005842,            0.005842
                  44,            0.028131,            0.021893,           0.0014788,             0.90161,                 0.8,             0.86822,             0.54704,            0.026032,             0.01749,           0.0021066,            0.005743,            0.005743,            0.005743
                  45,              0.0285,            0.022469,           0.0015932,             0.88201,             0.79685,             0.85776,             0.53504,            0.026043,            0.017597,           0.0037763,            0.005644,            0.005644,            0.005644
                  46,            0.027805,            0.021987,           0.0015107,             0.89707,             0.78886,             0.86358,             0.54904,            0.025842,            0.017368,           0.0025064,            0.005545,            0.005545,            0.005545
                  47,            0.027481,             0.02015,           0.0016008,             0.88995,             0.80143,             0.85629,             0.55346,            0.025757,            0.017602,           0.0022012,            0.005446,            0.005446,            0.005446
                  48,            0.025966,             0.01991,           0.0015495,             0.87874,             0.81214,             0.86902,             0.55561,            0.026001,            0.017711,           0.0018984,            0.005347,            0.005347,            0.005347
                  49,            0.026452,            0.020865,           0.0013121,             0.89327,             0.79402,             0.86099,             0.55435,            0.025831,            0.018026,           0.0030135,            0.005248,            0.005248,            0.005248
                  50,            0.026816,            0.021055,           0.0015483,             0.91455,             0.75865,             0.84988,              0.5311,            0.027824,            0.017798,           0.0030338,            0.005149,            0.005149,            0.005149
                  51,            0.026615,            0.020803,           0.0016122,             0.90451,             0.79738,             0.86604,              0.5454,            0.026467,            0.017484,            0.002295,             0.00505,             0.00505,             0.00505
                  52,            0.025982,            0.019825,           0.0013548,             0.86329,             0.80833,             0.86601,               0.538,            0.026998,            0.017495,              0.0026,            0.004951,            0.004951,            0.004951
                  53,            0.026737,            0.022032,           0.0014057,              0.9138,             0.78681,              0.8524,             0.54601,            0.026301,            0.017711,           0.0022326,            0.004852,            0.004852,            0.004852
                  54,            0.026187,            0.021701,           0.0013781,             0.91741,              0.7631,             0.86595,             0.55326,            0.026069,            0.017684,           0.0026412,            0.004753,            0.004753,            0.004753
                  55,            0.024662,            0.020054,           0.0013631,             0.86593,             0.83801,             0.87564,             0.55994,            0.026298,            0.017618,           0.0022238,            0.004654,            0.004654,            0.004654
                  56,             0.02529,            0.020725,           0.0012376,             0.90285,             0.78153,             0.85765,             0.55173,            0.026033,            0.017767,           0.0025844,            0.004555,            0.004555,            0.004555
                  57,            0.025266,            0.020056,           0.0012131,             0.84962,             0.81031,              0.8588,             0.53586,            0.026009,            0.017877,           0.0024208,            0.004456,            0.004456,            0.004456
                  58,            0.024528,            0.020189,            0.001323,             0.86973,             0.81058,             0.86136,             0.55207,            0.025802,            0.017804,           0.0023602,            0.004357,            0.004357,            0.004357
                  59,            0.024689,            0.019026,           0.0013368,             0.91965,             0.73822,             0.84298,             0.54546,            0.025045,            0.017451,           0.0037949,            0.004258,            0.004258,            0.004258
                  60,            0.024389,            0.019478,           0.0012789,             0.88875,             0.79916,             0.85455,              0.5478,            0.025484,            0.017622,            0.003491,            0.004159,            0.004159,            0.004159
                  61,            0.024614,            0.019707,           0.0012749,             0.86199,             0.80885,             0.86299,             0.55057,            0.025681,            0.017664,            0.002978,             0.00406,             0.00406,             0.00406
                  62,            0.025055,            0.020949,           0.0013269,             0.86583,              0.8098,             0.86376,             0.55708,            0.025178,             0.01763,             0.00255,            0.003961,            0.003961,            0.003961
                  63,            0.024838,            0.020801,           0.0013946,             0.95085,             0.75226,             0.87388,             0.55951,            0.025235,            0.017697,           0.0026084,            0.003862,            0.003862,            0.003862
                  64,             0.02399,            0.018696,           0.0010215,              0.8505,             0.82863,             0.86451,             0.56338,            0.025108,            0.017784,           0.0026367,            0.003763,            0.003763,            0.003763
                  65,            0.023423,            0.019337,            0.001237,             0.90116,             0.79247,             0.86203,              0.5717,            0.024611,            0.017423,           0.0024477,            0.003664,            0.003664,            0.003664
                  66,            0.023815,            0.019004,           0.0010898,              0.9099,             0.78915,             0.87076,             0.56678,            0.024677,            0.017426,           0.0022704,            0.003565,            0.003565,            0.003565
                  67,            0.023805,            0.019012,           0.0011275,              0.8756,             0.80557,             0.86617,             0.55812,            0.025184,            0.017688,           0.0023518,            0.003466,            0.003466,            0.003466
                  68,            0.023538,             0.01958,           0.0011422,             0.89043,             0.81416,             0.86856,             0.55984,            0.025059,            0.017578,           0.0019494,            0.003367,            0.003367,            0.003367
                  69,             0.02357,            0.020461,           0.0010732,             0.87709,             0.82176,             0.87162,             0.56283,            0.025043,            0.017532,           0.0023049,            0.003268,            0.003268,            0.003268
                  70,            0.022943,            0.019413,          0.00099682,             0.88971,              0.8064,             0.87498,             0.56632,            0.024825,            0.017428,            0.002637,            0.003169,            0.003169,            0.003169
                  71,            0.022604,            0.018431,          0.00097589,              0.8638,             0.82481,             0.86964,             0.56285,            0.025013,            0.017602,           0.0028934,             0.00307,             0.00307,             0.00307
                  72,            0.022196,            0.018358,           0.0011474,             0.87779,             0.83067,             0.87277,              0.5578,            0.025255,            0.018026,           0.0024196,            0.002971,            0.002971,            0.002971
                  73,            0.022547,            0.019384,           0.0010173,             0.90386,             0.81419,             0.87163,             0.56554,            0.024879,            0.017666,           0.0023756,            0.002872,            0.002872,            0.002872
                  74,            0.022557,            0.019302,          0.00090554,             0.90526,             0.81546,             0.87851,             0.56255,            0.024853,            0.017727,           0.0020716,            0.002773,            0.002773,            0.002773
                  75,            0.022235,            0.018493,           0.0009858,             0.92461,             0.78009,             0.86815,             0.56128,            0.025042,            0.017808,            0.002712,            0.002674,            0.002674,            0.002674
                  76,            0.021743,            0.019055,          0.00087387,             0.87363,             0.81857,             0.86569,             0.55935,             0.02484,            0.017888,           0.0025121,            0.002575,            0.002575,            0.002575
                  77,            0.021942,             0.01883,          0.00095309,             0.90107,             0.78706,             0.87434,             0.56673,            0.024577,            0.017532,           0.0027705,            0.002476,            0.002476,            0.002476
                  78,            0.021472,             0.01829,          0.00076514,             0.92327,             0.77492,             0.86388,             0.55456,            0.024814,            0.017737,           0.0024621,            0.002377,            0.002377,            0.002377
                  79,            0.022015,            0.019288,          0.00084646,             0.94337,             0.76744,             0.86693,             0.56334,            0.024881,            0.017812,           0.0022223,            0.002278,            0.002278,            0.002278
                  80,            0.021787,            0.017973,          0.00085852,             0.90329,              0.7948,             0.86703,             0.56425,            0.024978,            0.018076,            0.002188,            0.002179,            0.002179,            0.002179
                  81,            0.021719,            0.017994,          0.00083585,             0.89309,             0.80669,             0.87179,              0.5623,            0.025022,            0.018114,           0.0019999,             0.00208,             0.00208,             0.00208
                  82,            0.021959,            0.019358,          0.00092136,             0.91894,             0.77893,               0.869,             0.56951,            0.024633,            0.018003,           0.0018142,            0.001981,            0.001981,            0.001981
                  83,            0.021616,            0.018802,            0.001029,             0.89574,             0.80206,             0.86907,             0.56615,            0.024799,            0.018043,           0.0018972,            0.001882,            0.001882,            0.001882
                  84,            0.021971,            0.018653,          0.00094131,             0.93123,             0.77464,             0.86671,             0.56329,            0.025069,            0.018001,           0.0021659,            0.001783,            0.001783,            0.001783
                  85,            0.021133,            0.018751,           0.0008284,              0.9091,             0.79709,             0.86597,             0.56589,            0.024974,            0.017941,           0.0019839,            0.001684,            0.001684,            0.001684
                  86,            0.020876,            0.018388,          0.00077626,             0.91585,             0.80466,             0.87225,             0.57312,            0.024851,            0.017988,           0.0019703,            0.001585,            0.001585,            0.001585
                  87,            0.021197,            0.018063,          0.00083441,             0.91743,             0.79903,             0.87014,             0.56216,            0.024942,            0.018095,           0.0018042,            0.001486,            0.001486,            0.001486
                  88,             0.02057,            0.017718,          0.00087123,             0.91223,             0.80819,             0.87009,             0.56606,            0.024965,            0.018242,           0.0020354,            0.001387,            0.001387,            0.001387
                  89,            0.020901,            0.018808,          0.00078631,             0.89797,             0.79854,             0.86697,             0.56973,            0.024677,            0.018154,           0.0020651,            0.001288,            0.001288,            0.001288
                  90,            0.020512,            0.018012,          0.00074975,             0.92655,              0.7873,             0.87147,              0.5681,            0.024522,            0.017898,           0.0016556,            0.001189,            0.001189,            0.001189
                  91,            0.021002,            0.018151,          0.00067349,             0.92782,             0.78136,             0.86959,             0.56154,             0.02471,            0.017928,           0.0016857,             0.00109,             0.00109,             0.00109
                  92,            0.021127,             0.01789,          0.00092659,             0.87623,             0.82803,             0.87087,             0.56686,            0.024821,            0.018052,           0.0024052,            0.000991,            0.000991,            0.000991
                  93,            0.020913,            0.018538,          0.00072228,             0.93526,             0.77697,              0.8783,             0.57245,            0.024776,            0.018049,           0.0024652,            0.000892,            0.000892,            0.000892
                  94,            0.020976,            0.018334,          0.00088544,             0.93242,              0.7815,             0.86975,             0.57099,             0.02469,            0.018097,           0.0022916,            0.000793,            0.000793,            0.000793
                  95,            0.020355,            0.018489,          0.00089255,             0.92564,             0.77909,             0.86761,             0.56284,            0.024616,            0.018114,           0.0019135,            0.000694,            0.000694,            0.000694
                  96,            0.020572,            0.017162,          0.00094447,             0.92905,             0.78359,             0.87309,             0.56869,            0.024519,            0.018105,           0.0015736,            0.000595,            0.000595,            0.000595
                  97,            0.020831,            0.018017,          0.00073893,             0.88191,             0.81936,             0.87402,             0.57075,            0.024583,            0.018146,           0.0016581,            0.000496,            0.000496,            0.000496
                  98,            0.020018,            0.016633,          0.00080709,             0.92798,             0.80529,              0.8765,             0.57251,            0.024633,            0.018124,           0.0016351,            0.000397,            0.000397,            0.000397
                  99,            0.020401,            0.017181,           0.0008865,             0.92636,             0.80531,             0.87366,             0.57359,            0.024502,            0.018107,           0.0017471,            0.000298,            0.000298,            0.000298
