               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.015122,             0.01344,          0.00061905,             0.91604,             0.80385,             0.88422,              0.6016,            0.022331,            0.019406,            0.002454,            0.002377,            0.002377,            0.002377
                 156,            0.015038,            0.014309,          0.00050958,             0.92021,               0.786,             0.88503,             0.60142,            0.022488,            0.019334,           0.0023965,           0.0023275,           0.0023275,           0.0023275
                 157,            0.015028,            0.013899,          0.00041432,             0.91586,             0.79197,             0.88253,             0.59306,            0.022609,            0.019654,           0.0022565,            0.002278,            0.002278,            0.002278
                 158,            0.014437,            0.013239,          0.00041326,             0.91513,             0.78777,             0.88449,             0.59597,            0.022594,            0.019598,           0.0022535,           0.0022285,           0.0022285,           0.0022285
                 159,            0.015083,            0.013996,          0.00050844,             0.87995,              0.8189,             0.88338,             0.59666,            0.022471,            0.019568,           0.0022572,            0.002179,            0.002179,            0.002179
                 160,            0.014475,            0.013583,          0.00048819,             0.87662,             0.81662,             0.88616,             0.60058,            0.022345,            0.019817,           0.0025189,           0.0021295,           0.0021295,           0.0021295
                 161,            0.014396,            0.013202,          0.00049902,             0.90015,             0.81239,             0.87572,             0.60008,            0.022347,            0.019929,            0.002512,             0.00208,             0.00208,             0.00208
                 162,            0.014351,            0.013309,           0.0005612,             0.89759,             0.80513,             0.88282,             0.59932,            0.022379,            0.019803,           0.0025816,           0.0020305,           0.0020305,           0.0020305
                 163,            0.014344,            0.013458,          0.00041095,              0.9101,              0.8028,             0.87618,             0.59539,            0.022323,            0.019679,            0.002376,            0.001981,            0.001981,            0.001981
                 164,            0.014673,            0.013006,           0.0004844,              0.9005,             0.81936,             0.88884,             0.59941,            0.022238,            0.019586,           0.0022836,           0.0019315,           0.0019315,           0.0019315
                 165,            0.014388,             0.01359,          0.00048538,             0.89583,             0.81185,             0.88147,             0.60187,            0.022174,            0.019661,           0.0023995,            0.001882,            0.001882,            0.001882
                 166,            0.014124,            0.013808,          0.00048624,             0.92204,             0.80254,             0.88652,             0.60192,            0.022016,            0.019553,           0.0023285,           0.0018325,           0.0018325,           0.0018325
                 167,            0.014474,            0.013468,          0.00044854,             0.91931,             0.80511,             0.88393,             0.60599,            0.022202,            0.019928,           0.0024016,            0.001783,            0.001783,            0.001783
                 168,            0.014375,             0.01332,          0.00050671,             0.91124,             0.80747,             0.88956,             0.59936,            0.022334,            0.019836,           0.0024021,           0.0017335,           0.0017335,           0.0017335
                 169,            0.014048,            0.012998,          0.00048697,             0.91036,             0.79763,             0.88888,             0.60184,            0.022131,            0.020087,           0.0022242,            0.001684,            0.001684,            0.001684
                 170,             0.01376,            0.012485,          0.00043407,             0.90754,             0.80495,             0.88497,             0.60153,            0.022266,            0.020374,           0.0023023,           0.0016345,           0.0016345,           0.0016345
                 171,             0.01391,            0.012893,          0.00045066,             0.90597,             0.80903,             0.88279,             0.59744,            0.022219,            0.020203,           0.0023388,            0.001585,            0.001585,            0.001585
                 172,            0.013816,            0.012707,          0.00044346,             0.90358,             0.80776,             0.88254,              0.6044,            0.022162,            0.020267,            0.002518,           0.0015355,           0.0015355,           0.0015355
                 173,            0.013722,            0.013184,          0.00041298,             0.94512,             0.77896,              0.8788,             0.60455,            0.022143,            0.020146,           0.0024928,            0.001486,            0.001486,            0.001486
                 174,            0.013361,            0.012438,          0.00034337,             0.92523,             0.78339,             0.88057,             0.60237,            0.022211,            0.020214,           0.0025023,           0.0014365,           0.0014365,           0.0014365
                 175,            0.014021,            0.012866,          0.00052152,             0.87781,             0.82841,             0.88159,             0.59837,            0.022283,            0.020267,           0.0023846,            0.001387,            0.001387,            0.001387
                 176,            0.013207,            0.012624,          0.00038826,             0.89981,             0.80994,             0.88134,             0.59823,            0.022274,            0.020515,           0.0023147,           0.0013375,           0.0013375,           0.0013375
                 177,            0.013779,            0.012785,          0.00051423,             0.89901,             0.80698,             0.88998,             0.60705,            0.022119,            0.020169,           0.0024631,            0.001288,            0.001288,            0.001288
                 178,            0.013202,            0.011579,          0.00043401,             0.88615,             0.82094,             0.88313,             0.60064,            0.022261,            0.020136,           0.0024994,           0.0012385,           0.0012385,           0.0012385
                 179,            0.013085,            0.012492,          0.00035003,             0.90806,              0.8062,             0.88543,             0.60157,            0.022288,            0.020339,            0.002388,            0.001189,            0.001189,            0.001189
                 180,             0.01344,            0.012812,          0.00039859,             0.90052,             0.81182,             0.88547,             0.60378,            0.022067,            0.020424,           0.0024281,           0.0011395,           0.0011395,           0.0011395
                 181,            0.013851,            0.013359,          0.00045644,             0.89067,             0.81298,             0.88771,              0.6069,            0.022008,            0.020432,           0.0025077,             0.00109,             0.00109,             0.00109
                 182,            0.013046,            0.011955,          0.00042796,             0.88493,             0.81497,             0.88911,             0.60266,            0.022116,            0.020115,           0.0024399,           0.0010405,           0.0010405,           0.0010405
                 183,            0.013236,            0.011911,          0.00044363,             0.89158,             0.81497,             0.88476,              0.6048,            0.022189,            0.020295,           0.0024897,            0.000991,            0.000991,            0.000991
                 184,             0.01343,            0.012003,          0.00044332,             0.90324,             0.80542,             0.88748,             0.60695,            0.022073,             0.02059,           0.0023699,           0.0009415,           0.0009415,           0.0009415
                 185,            0.012582,             0.01159,            0.000351,             0.89769,             0.81325,             0.88807,             0.60211,            0.022127,            0.020664,           0.0022923,            0.000892,            0.000892,            0.000892
                 186,            0.013166,            0.012241,          0.00040928,             0.89371,             0.81239,             0.89044,             0.60628,            0.022022,            0.020402,           0.0022941,           0.0008425,           0.0008425,           0.0008425
                 187,            0.013434,            0.013055,          0.00037083,             0.91468,             0.79685,             0.88501,             0.60246,            0.022051,            0.020564,           0.0023895,            0.000793,            0.000793,            0.000793
                 188,            0.012753,            0.011555,          0.00043554,             0.91852,             0.79139,             0.88763,             0.60621,            0.021995,            0.020461,           0.0023199,           0.0007435,           0.0007435,           0.0007435
                 189,             0.01303,            0.012002,          0.00040548,             0.89917,             0.80551,             0.88387,             0.60572,            0.022084,            0.020531,           0.0024646,            0.000694,            0.000694,            0.000694
                 190,            0.013333,            0.012591,          0.00041758,             0.89605,             0.81386,             0.88201,             0.60315,            0.022071,            0.020535,           0.0024851,           0.0006445,           0.0006445,           0.0006445
                 191,            0.013313,            0.012613,          0.00043708,             0.88069,             0.82164,             0.88004,             0.60507,            0.022046,             0.02051,           0.0024179,            0.000595,            0.000595,            0.000595
                 192,            0.012802,            0.012237,            0.000364,             0.91176,             0.79918,              0.8812,             0.60408,             0.02205,            0.020569,           0.0024072,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012785,            0.012537,          0.00031423,             0.89702,             0.80464,             0.88566,             0.60367,            0.022099,            0.020607,           0.0023941,            0.000496,            0.000496,            0.000496
                 194,            0.012915,            0.012066,          0.00041098,             0.88888,             0.81419,             0.88523,             0.60338,            0.022215,            0.020766,            0.002382,           0.0004465,           0.0004465,           0.0004465
                 195,            0.012702,            0.012125,          0.00032939,             0.88919,             0.81335,              0.8847,             0.60229,             0.02219,            0.020751,           0.0023884,            0.000397,            0.000397,            0.000397
                 196,            0.012681,            0.011543,          0.00035726,             0.88499,             0.81721,             0.88621,             0.60693,            0.022119,            0.020734,           0.0023654,           0.0003475,           0.0003475,           0.0003475
                 197,             0.01235,            0.011637,          0.00046046,             0.88862,             0.81497,             0.88729,             0.60767,            0.022136,            0.020801,           0.0024218,            0.000298,            0.000298,            0.000298
                 198,            0.012587,            0.011854,          0.00032674,             0.88796,             0.81497,              0.8866,             0.60649,            0.022106,            0.020744,           0.0024326,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012847,            0.012297,          0.00035664,              0.8884,             0.81419,             0.88597,             0.60549,            0.022127,             0.02084,           0.0024496,            0.000199,            0.000199,            0.000199
